城市代码	城市	上级代码	简称	级别	区电话	邮编	拼音
451300	来宾市	450000	来宾	2	0772	546100	Laibin	
451302	兴宾区	451300	兴宾	3	0772	546100	Xingbin	
451321	忻城县	451300	忻城	3	0772	546200	Xincheng	
451322	象州县	451300	象州	3	0772	545800	Xiangzhou	
451323	武宣县	451300	武宣	3	0772	545900	Wuxuan	
451324	金秀瑶族自治县	451300	金秀	3	0772	545799	Jinxiu	
451381	合山市	451300	合山	3	0772	546500	Heshan	
451400	崇左市	450000	崇左	2	0771	532299	Chongzuo	
451402	江州区	451400	江州	3	0771	532299	Jiangzhou	
451421	扶绥县	451400	扶绥	3	0771	532199	Fusui	
451422	宁明县	451400	宁明	3	0771	532599	Ningming	
451423	龙州县	451400	龙州	3	0771	532499	Longzhou	
451424	大新县	451400	大新	3	0771	532399	Daxin	
451425	天等县	451400	天等	3	0771	532899	Tiandeng	
451481	凭祥市	451400	凭祥	3	0771	532699	Pingxiang	
460000	海南省	100000	海南	1		Hainan	
460100	海口市	460000	海口	2	0898	570000	Haikou	
460105	秀英区	460100	秀英	3	0898	570311	Xiuying	
460106	龙华区	460100	龙华	3	0898	570145	Longhua	
460107	琼山区	460100	琼山	3	0898	571100	Qiongshan	
460108	美兰区	460100	美兰	3	0898	570203	Meilan	
460200	三亚市	460000	三亚	2	0898	572000	Sanya	
460202	海棠区	460200	海棠	3	0898	572000	Haitang	
460203	吉阳区	460200	吉阳	3	0898	572000	Jiyang	
460204	天涯区	460200	天涯	3	0898	572000	Tianya	
460205	崖州区	460200	崖州	3	0898	572000	Yazhou	
460300	三沙市	460000	三沙	2	0898	573199	Sansha	
460321	西沙群岛	460300	西沙	3	0898	572000	Xisha Islands	
460322	南沙群岛	460300	南沙	3	0898	573100	Nansha Islands	
460323	中沙群岛	460300	中沙	3	0898	573100	Zhongsha Islands	
469000	直辖县级	460000	 	2	
469001	五指山市	469000	五指山	3	0898	572200	Wuzhishan	
469002	琼海市	469000	琼海	3	0898	571400	Qionghai	
469003	儋州市	469000	儋州	3	0898	571700	Danzhou	
469005	文昌市	469000	文昌	3	0898	571339	Wenchang	
469006	万宁市	469000	万宁	3	0898	571500	Wanning	
469007	东方市	469000	东方	3	0898	572600	Dongfang	
469021	定安县	469000	定安	3	0898	571200	Ding'an	
469022	屯昌县	469000	屯昌	3	0898	571600	Tunchang	
469023	澄迈县	469000	澄迈	3	0898	571900	Chengmai	
469024	临高县	469000	临高	3	0898	571800	Lingao	
469025	白沙黎族自治县	469000	白沙	3	0898	572800	Baisha	
469026	昌江黎族自治县	469000	昌江	3	0898	572700	Changjiang	
469027	乐东黎族自治县	469000	乐东	3	0898	572500	Ledong	
469028	陵水黎族自治县	469000	陵水	3	0898	572400	Lingshui	
469029	保亭黎族苗族自治县	469000	保亭	3	0898	572300	Baoting	
469030	琼中黎族苗族自治县	469000	琼中	3	0898	572900	Qiongzhong	
500000	重庆	100000	重庆	1		Chongqing	
500100	重庆市	500000	重庆	2	023	400000	Chongqing	
500101	万州区	500100	万州	3	023	404000	Wanzhou	
500102	涪陵区	500100	涪陵	3	023	408000	Fuling	
500103	渝中区	500100	渝中	3	023	400010	Yuzhong	
500104	大渡口区	500100	大渡口	3	023	400080	Dadukou	
500105	江北区	500100	江北	3	023	400020	Jiangbei	
500106	沙坪坝区	500100	沙坪坝	3	023	400030	Shapingba	
500107	九龙坡区	500100	九龙坡	3	023	400050	Jiulongpo	
500108	南岸区	500100	南岸	3	023	400064	Nan'an	
500109	北碚区	500100	北碚	3	023	400700	Beibei	
500110	綦江区	500100	綦江	3	023	400800	Qijiang	
500111	大足区	500100	大足	3	023	400900	Dazu	
500112	渝北区	500100	渝北	3	023	401120	Yubei	
500113	巴南区	500100	巴南	3	023	401320	Banan	
500114	黔江区	500100	黔江	3	023	409700	Qianjiang	
500115	长寿区	500100	长寿	3	023	401220	Changshou	
500116	江津区	500100	江津	3	023	402260	Jiangjin	
500117	合川区	500100	合川	3	023	401520	Hechuan	
500118	永川区	500100	永川	3	023	402160	Yongchuan	
500119	南川区	500100	南川	3	023	408400	Nanchuan	
500120	璧山区	500100	璧山	3	023	402760	Bishan	
500151	铜梁区	500100	铜梁	3	023	402560	Tongliang	
500223	潼南县	500100	潼南	3	023	402660	Tongnan	
500226	荣昌县	500100	荣昌	3	023	402460	Rongchang	
500228	梁平县	500100	梁平	3	023	405200	Liangping	
500229	城口县	500100	城口	3	023	405900	Chengkou	
500230	丰都县	500100	丰都	3	023	408200	Fengdu	
500231	垫江县	500100	垫江	3	023	408300	Dianjiang	
500232	武隆县	500100	武隆	3	023	408500	Wulong	
500233	忠县	500100	忠县	3	023	404300	Zhongxian	
500234	开县	500100	开县	3	023	405400	Kaixian	
500235	云阳县	500100	云阳	3	023	404500	Yunyang	
500236	奉节县	500100	奉节	3	023	404600	Fengjie	
500237	巫山县	500100	巫山	3	023	404700	Wushan	
500238	巫溪县	500100	巫溪	3	023	405800	Wuxi	
500240	石柱土家族自治县	500100	石柱	3	023	409100	Shizhu	
500241	秀山土家族苗族自治县	500100	秀山	3	023	409900	Xiushan	
500242	酉阳土家族苗族自治县	500100	酉阳	3	023	409800	Youyang	
500243	彭水苗族土家族自治县	500100	彭水	3	023	409600	Pengshui	
500300	两江新区	500000	两江新区	2	023	400000	Liangjiangxinqu	
500301	北部新区	500300	北部新区	3	023	400000	Beibuxinqu	
500302	保税港区	500300	保税港区	3	023	400000	Baoshuigangqu	
500303	工业园区	500300	工业园区	3	023	400000	Gongyeyuanqu	
510000	四川省	100000	四川	1		Sichuan	
510100	成都市	510000	成都	2	028	610015	Chengdu	
510104	锦江区	510100	锦江	3	028	610021	Jinjiang	
510105	青羊区	510100	青羊	3	028	610031	Qingyang	
510106	金牛区	510100	金牛	3	028	610036	Jinniu	
510107	武侯区	510100	武侯	3	028	610041	Wuhou	
510108	成华区	510100	成华	3	028	610066	Chenghua	
510112	龙泉驿区	510100	龙泉驿	3	028	610100	Longquanyi	
510113	青白江区	510100	青白江	3	028	610300	Qingbaijiang	
510114	新都区	510100	新都	3	028	610500	Xindu	
510115	温江区	510100	温江	3	028	611130	Wenjiang	
510121	金堂县	510100	金堂	3	028	610400	Jintang	
510122	双流县	510100	双流	3	028	610200	Shuangliu	
510124	郫县	510100	郫县	3	028	611730	Pixian	
510129	大邑县	510100	大邑	3	028	611330	Dayi	
510131	蒲江县	510100	蒲江	3	028	611630	Pujiang	
510132	新津县	510100	新津	3	028	611430	Xinjin	
510181	都江堰市	510100	都江堰	3	028	611830	Dujiangyan	
510182	彭州市	510100	彭州	3	028	611930	Pengzhou	
510183	邛崃市	510100	邛崃	3	028	611530	Qionglai	
510184	崇州市	510100	崇州	3	028	611230	Chongzhou	
510300	自贡市	510000	自贡	2	0813	643000	Zigong	
510302	自流井区	510300	自流井	3	0813	643000	Ziliujing	
510303	贡井区	510300	贡井	3	0813	643020	Gongjing	
510304	大安区	510300	大安	3	0813	643010	Da'an	
510311	沿滩区	510300	沿滩	3	0813	643030	Yantan	
510321	荣县	510300	荣县	3	0813	643100	Rongxian	
510322	富顺县	510300	富顺	3	0813	643200	Fushun	
510400	攀枝花市	510000	攀枝花	2	0812	617000	Panzhihua	
510402	东区	510400	东区	3	0812	617067	Dongqu	
510403	西区	510400	西区	3	0812	617068	Xiqu	
510411	仁和区	510400	仁和	3	0812	617061	Renhe	
510421	米易县	510400	米易	3	0812	617200	Miyi	
510422	盐边县	510400	盐边	3	0812	617100	Yanbian	
510500	泸州市	510000	泸州	2	0830	646000	Luzhou	
510502	江阳区	510500	江阳	3	0830	646000	Jiangyang	
510503	纳溪区	510500	纳溪	3	0830	646300	Naxi	
510504	龙马潭区	510500	龙马潭	3	0830	646000	Longmatan	
510521	泸县	510500	泸县	3	0830	646106	Luxian	
510522	合江县	510500	合江	3	0830	646200	Hejiang	
510524	叙永县	510500	叙永	3	0830	646400	Xuyong	
510525	古蔺县	510500	古蔺	3	0830	646500	Gulin	
510600	德阳市	510000	德阳	2	0838	618000	Deyang	
510603	旌阳区	510600	旌阳	3	0838	618000	Jingyang	
510623	中江县	510600	中江	3	0838	618100	Zhongjiang	
510626	罗江县	510600	罗江	3	0838	618500	Luojiang	
510681	广汉市	510600	广汉	3	0838	618300	Guanghan	
510682	什邡市	510600	什邡	3	0838	618400	Shifang	
510683	绵竹市	510600	绵竹	3	0838	618200	Mianzhu	
510700	绵阳市	510000	绵阳	2	0816	621000	Mianyang	
510703	涪城区	510700	涪城	3	0816	621000	Fucheng	
510704	游仙区	510700	游仙	3	0816	621022	Youxian	
510722	三台县	510700	三台	3	0816	621100	Santai	
510723	盐亭县	510700	盐亭	3	0816	621600	Yanting	
510724	安县	510700	安县	3	0816	622650	Anxian	
510725	梓潼县	510700	梓潼	3	0816	622150	Zitong	
510726	北川羌族自治县	510700	北川	3	0816	622750	Beichuan	
510727	平武县	510700	平武	3	0816	622550	Pingwu	
510781	江油市	510700	江油	3	0816	621700	Jiangyou	
510800	广元市	510000	广元	2	0839	628000	Guangyuan	
510802	利州区	510800	利州	3	0839	628017	Lizhou	
510811	昭化区	510800	昭化	3	0839	628017	Zhaohua	
510812	朝天区	510800	朝天	3	0839	628017	Chaotian	
510821	旺苍县	510800	旺苍	3	0839	628200	Wangcang	
510822	青川县	510800	青川	3	0839	628100	Qingchuan	
510823	剑阁县	510800	剑阁	3	0839	628300	Jiange	
510824	苍溪县	510800	苍溪	3	0839	628400	Cangxi	
510900	遂宁市	510000	遂宁	2	0825	629000	Suining	
510903	船山区	510900	船山	3	0825	629000	Chuanshan	
510904	安居区	510900	安居	3	0825	629000	Anju	
510921	蓬溪县	510900	蓬溪	3	0825	629100	Pengxi	
510922	射洪县	510900	射洪	3	0825	629200	Shehong	
510923	大英县	510900	大英	3	0825	629300	Daying	
511000	内江市	510000	内江	2	0832	641000	Neijiang	
511002	市中区	511000	市中区	3	0832	641000	Shizhongqu	
511011	东兴区	511000	东兴	3	0832	641100	Dongxing	
511024	威远县	511000	威远	3	0832	642450	Weiyuan	
511025	资中县	511000	资中	3	0832	641200	Zizhong	
511028	隆昌县	511000	隆昌	3	0832	642150	Longchang	
511100	乐山市	510000	乐山	2	0833	614000	Leshan	
511102	市中区	511100	市中区	3	0833	614000	Shizhongqu	
511111	沙湾区	511100	沙湾	3	0833	614900	Shawan	
511112	五通桥区	511100	五通桥	3	0833	614800	Wutongqiao	
511113	金口河区	511100	金口河	3	0833	614700	Jinkouhe	
511123	犍为县	511100	犍为	3	0833	614400	Qianwei	
511124	井研县	511100	井研	3	0833	613100	Jingyan	
511126	夹江县	511100	夹江	3	0833	614100	Jiajiang	
511129	沐川县	511100	沐川	3	0833	614500	Muchuan	
511132	峨边彝族自治县	511100	峨边	3	0833	614300	Ebian	
511133	马边彝族自治县	511100	马边	3	0833	614600	Mabian	
511181	峨眉山市	511100	峨眉山	3	0833	614200	Emeishan	
511300	南充市	510000	南充	2	0817	637000	Nanchong	
511302	顺庆区	511300	顺庆	3	0817	637000	Shunqing	
511303	高坪区	511300	高坪	3	0817	637100	Gaoping	
511304	嘉陵区	511300	嘉陵	3	0817	637100	Jialing	
511321	南部县	511300	南部	3	0817	637300	Nanbu	
511322	营山县	511300	营山	3	0817	637700	Yingshan	
511323	蓬安县	511300	蓬安	3	0817	637800	Peng'an	
511324	仪陇县	511300	仪陇	3	0817	637600	Yilong	
511325	西充县	511300	西充	3	0817	637200	Xichong	
511381	阆中市	511300	阆中	3	0817	637400	Langzhong	
511400	眉山市	510000	眉山	2	028	620020	Meishan	
511402	东坡区	511400	东坡	3	028	620010	Dongpo	
511403	彭山区	511400	彭山	3	028	620860	Pengshan	
511421	仁寿县	511400	仁寿	3	028	620500	Renshou	
511423	洪雅县	511400	洪雅	3	028	620360	Hongya	
511424	丹棱县	511400	丹棱	3	028	620200	Danling	
511425	青神县	511400	青神	3	028	620460	Qingshen	
511500	宜宾市	510000	宜宾	2	0831	644000	Yibin	
511502	翠屏区	511500	翠屏	3	0831	644000	Cuiping	
511503	南溪区	511500	南溪	3	0831	644100	Nanxi	
511521	宜宾县	511500	宜宾	3	0831	644600	Yibin	
511523	江安县	511500	江安	3	0831	644200	Jiang'an	
511524	长宁县	511500	长宁	3	0831	644300	Changning	
511525	高县	511500	高县	3	0831	645150	Gaoxian	
511526	珙县	511500	珙县	3	0831	644500	Gongxian	
511527	筠连县	511500	筠连	3	0831	645250	Junlian	
511528	兴文县	511500	兴文	3	0831	644400	Xingwen	
511529	屏山县	511500	屏山	3	0831	645350	Pingshan	
511600	广安市	510000	广安	2	0826	638000	Guang'an	
511602	广安区	511600	广安	3	0826	638000	Guang'an	
511603	前锋区	511600	前锋	3	0826	638019	Qianfeng	
511621	岳池县	511600	岳池	3	0826	638300	Yuechi	
511622	武胜县	511600	武胜	3	0826	638400	Wusheng	
511623	邻水县	511600	邻水	3	0826	638500	Linshui	
511681	华蓥市	511600	华蓥	3	0826	638600	Huaying	
511700	达州市	510000	达州	2	0818	635000	Dazhou	
511702	通川区	511700	通川	3	0818	635000	Tongchuan	
511703	达川区	511700	达川	3	0818	635000	Dachuan	
511722	宣汉县	511700	宣汉	3	0818	636150	Xuanhan	
511723	开江县	511700	开江	3	0818	636250	Kaijiang	
511724	大竹县	511700	大竹	3	0818	635100	Dazhu	
511725	渠县	511700	渠县	3	0818	635200	Quxian	
511781	万源市	511700	万源	3	0818	636350	Wanyuan	
511800	雅安市	510000	雅安	2	0835	625000	Ya'an	
511802	雨城区	511800	雨城	3	0835	625000	Yucheng	
511803	名山区	511800	名山	3	0835	625100	Mingshan	
511822	荥经县	511800	荥经	3	0835	625200	Yingjing	
511823	汉源县	511800	汉源	3	0835	625300	Hanyuan	
511824	石棉县	511800	石棉	3	0835	625400	Shimian	
511825	天全县	511800	天全	3	0835	625500	Tianquan	
511826	芦山县	511800	芦山	3	0835	625600	Lushan	
511827	宝兴县	511800	宝兴	3	0835	625700	Baoxing	
511900	巴中市	510000	巴中	2	0827	636000	Bazhong	
511902	巴州区	511900	巴州	3	0827	636001	Bazhou	
511903	恩阳区	511900	恩阳	3	0827	636064	Enyang	
511921	通江县	511900	通江	3	0827	636700	Tongjiang	
511922	南江县	511900	南江	3	0827	636600	Nanjiang	
511923	平昌县	511900	平昌	3	0827	636400	Pingchang	
512000	资阳市	510000	资阳	2	028	641300	Ziyang	
512002	雁江区	512000	雁江	3	028	641300	Yanjiang	
512021	安岳县	512000	安岳	3	028	642350	Anyue	
512022	乐至县	512000	乐至	3	028	641500	Lezhi	
512081	简阳市	512000	简阳	3	028	641400	Jianyang	
513200	阿坝藏族羌族自治州	510000	阿坝	2	0837	624000	Aba	
513221	汶川县	513200	汶川	3	0837	623000	Wenchuan	
513222	理县	513200	理县	3	0837	623100	Lixian	
513223	茂县	513200	茂县	3	0837	623200	Maoxian	
513224	松潘县	513200	松潘	3	0837	623300	Songpan	
513225	九寨沟县	513200	九寨沟	3	0837	623400	Jiuzhaigou	
513226	金川县	513200	金川	3	0837	624100	Jinchuan	
513227	小金县	513200	小金	3	0837	624200	Xiaojin	
513228	黑水县	513200	黑水	3	0837	623500	Heishui	
513229	马尔康县	513200	马尔康	3	0837	624000	Maerkang	
513230	壤塘县	513200	壤塘	3	0837	624300	Rangtang	
513231	阿坝县	513200	阿坝	3	0837	624600	Aba	
513232	若尔盖县	513200	若尔盖	3	0837	624500	Ruoergai	
513233	红原县	513200	红原	3	0837	624400	Hongyuan	
513300	甘孜藏族自治州	510000	甘孜	2	0836	626000	Garze	
513321	康定县	513300	康定	3	0836	626000	Kangding	
513322	泸定县	513300	泸定	3	0836	626100	Luding	
513323	丹巴县	513300	丹巴	3	0836	626300	Danba	
513324	九龙县	513300	九龙	3	0836	626200	Jiulong	
513325	雅江县	513300	雅江	3	0836	627450	Yajiang	
513326	道孚县	513300	道孚	3	0836	626400	Daofu	
513327	炉霍县	513300	炉霍	3	0836	626500	Luhuo	
513328	甘孜县	513300	甘孜	3	0836	626700	Ganzi	
513329	新龙县	513300	新龙	3	0836	626800	Xinlong	
513330	德格县	513300	德格	3	0836	627250	Dege	
513331	白玉县	513300	白玉	3	0836	627150	Baiyu	
513332	石渠县	513300	石渠	3	0836	627350	Shiqu	
513333	色达县	513300	色达	3	0836	626600	Seda	
513334	理塘县	513300	理塘	3	0836	627550	Litang	
513335	巴塘县	513300	巴塘	3	0836	627650	Batang	
513336	乡城县	513300	乡城	3	0836	627850	Xiangcheng	
513337	稻城县	513300	稻城	3	0836	627750	Daocheng	
513338	得荣县	513300	得荣	3	0836	627950	Derong	
513400	凉山彝族自治州	510000	凉山	2	0834	615000	Liangshan	
513401	西昌市	513400	西昌	3	0835	615000	Xichang	
513422	木里藏族自治县	513400	木里	3	0851	615800	Muli	
513423	盐源县	513400	盐源	3	0836	615700	Yanyuan	
513424	德昌县	513400	德昌	3	0837	615500	Dechang	
513425	会理县	513400	会理	3	0838	615100	Huili	
513426	会东县	513400	会东	3	0839	615200	Huidong	
513427	宁南县	513400	宁南	3	0840	615400	Ningnan	
513428	普格县	513400	普格	3	0841	615300	Puge	
513429	布拖县	513400	布拖	3	0842	616350	Butuo	
513430	金阳县	513400	金阳	3	0843	616250	Jinyang	
513431	昭觉县	513400	昭觉	3	0844	616150	Zhaojue	
513432	喜德县	513400	喜德	3	0845	616750	Xide	
513433	冕宁县	513400	冕宁	3	0846	615600	Mianning	
513434	越西县	513400	越西	3	0847	616650	Yuexi	
513435	甘洛县	513400	甘洛	3	0848	616850	Ganluo	
513436	美姑县	513400	美姑	3	0849	616450	Meigu	
513437	雷波县	513400	雷波	3	0850	616550	Leibo	
520000	贵州省	100000	贵州	1		Guizhou	
520100	贵阳市	520000	贵阳	2	0851	550001	Guiyang	
520102	南明区	520100	南明	3	0851	550001	Nanming	
520103	云岩区	520100	云岩	3	0851	550001	Yunyan	
520111	花溪区	520100	花溪	3	0851	550025	Huaxi	
520112	乌当区	520100	乌当	3	0851	550018	Wudang	
520113	白云区	520100	白云	3	0851	550014	Baiyun	
520115	观山湖区	520100	观山湖	3	0851	550009	Guanshanhu	
520121	开阳县	520100	开阳	3	0851	550300	Kaiyang	
520122	息烽县	520100	息烽	3	0851	551100	Xifeng	
520123	修文县	520100	修文	3	0851	550200	Xiuwen	
520181	清镇市	520100	清镇	3	0851	551400	Qingzhen	
520200	六盘水市	520000	六盘水	2	0858	553400	Liupanshui	
520201	钟山区	520200	钟山	3	0858	553000	Zhongshan	
520203	六枝特区	520200	六枝	3	0858	553400	Liuzhi	
520221	水城县	520200	水城	3	0858	553000	Shuicheng	
520222	盘县	520200	盘县	3	0858	561601	Panxian	
520300	遵义市	520000	遵义	2	0852	563000	Zunyi	
520302	红花岗区	520300	红花岗	3	0852	563000	Honghuagang	
520303	汇川区	520300	汇川	3	0852	563000	Huichuan	
520321	遵义县	520300	遵义	3	0852	563100	Zunyi	
520322	桐梓县	520300	桐梓	3	0852	563200	Tongzi	
520323	绥阳县	520300	绥阳	3	0852	563300	Suiyang	
520324	正安县	520300	正安	3	0852	563400	Zheng'an	
520325	道真仡佬族苗族自治县	520300	道真	3	0852	563500	Daozhen	
520326	务川仡佬族苗族自治县	520300	务川	3	0852	564300	Wuchuan	
520327	凤冈县	520300	凤冈	3	0852	564200	Fenggang	
520328	湄潭县	520300	湄潭	3	0852	564100	Meitan	
520329	余庆县	520300	余庆	3	0852	564400	Yuqing	
520330	习水县	520300	习水	3	0852	564600	Xishui	
520381	赤水市	520300	赤水	3	0852	564700	Chishui	
520382	仁怀市	520300	仁怀	3	0852	564500	Renhuai	
520400	安顺市	520000	安顺	2	0853	561000	Anshun	
520402	西秀区	520400	西秀	3	0853	561000	Xixiu	
520421	平坝区	520400	平坝	3	0853	561100	Pingba	
520422	普定县	520400	普定	3	0853	562100	Puding	
520423	镇宁布依族苗族自治县	520400	镇宁	3	0853	561200	Zhenning	
520424	关岭布依族苗族自治县	520400	关岭	3	0853	561300	Guanling	
520425	紫云苗族布依族自治县	520400	紫云	3	0853	550800	Ziyun	
520500	毕节市	520000	毕节	2	0857	551700	Bijie	
520502	七星关区	520500	七星关	3	0857	551700	Qixingguan	
520521	大方县	520500	大方	3	0857	551600	Dafang	
520522	黔西县	520500	黔西	3	0857	551500	Qianxi	
520523	金沙县	520500	金沙	3	0857	551800	Jinsha	
520524	织金县	520500	织金	3	0857	552100	Zhijin	
520525	纳雍县	520500	纳雍	3	0857	553300	Nayong	
